RawFileName,RetentionTime,MS2 Scan Number,MS2 Injection Time,Sum SN,Ion Flux,TMT126,TMT127n,TMT127c,TMT128n,TMT128c,TMT129n,TMT129c,TMT130n,TMT130c,TMT131n,TMT131c,TMT132n,TMT132c,TMT133n,TMT133c,TMT134n
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.2927863586667,1352,750,193.727675795891,0.258303567727854,90.8614379296074,39.8208724784399,0,4.90728599382449,8.45750486903122,4.8845189145284,16.3852183089629,9.93212521535961,6.32879050649037,12.1499215796464,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.3058880882667,1353,750,5.91993611506601,0.00789324815342135,5.91993611506601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.3213942216,1355,750,110.919359651357,0.147892479535142,61.0306381451063,27.1668548057797,6.215609450874,0,0,0,4.93293710110547,3.27382068529445,5.14377115506301,3.15572830813376,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.3505056698667,1359,750,28.3757307404886,0.0378343076539848,28.3757307404886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.4063208776,1367,750,4.80933239114473,0.00641244318819297,4.80933239114473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.5568001530667,1389,750,692.012316734732,0.922683088979642,557.607669784854,46.5802860818994,11.1759728493653,21.7085948377289,21.0486601580555,26.8364501440048,2.47489861571741,2.31617010972608,2.26361415338069,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.5699040178667,1390,750,35.0691077697571,0.0467588103596762,28.8845658469467,6.18454192281039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.5851931136,1392,750,135.467484635703,0.180623312847604,89.747236895996,9.40310749333175,13.1212649344107,3.14848412401865,5.61914825610451,6.26166615949351,2.24033863510964,2.44207879067385,0,3.48415934656411,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.5983095810667,1393,750,222.669103074288,0.296892137432383,197.075501242397,6.05924681467772,0,0,3.39077048338324,3.94576818641891,5.01511683453068,3.04379190761802,0,4.13890760526163,0,0,0,0,0,0
20191005_Lum3_OBJ39421_QLSCOUT_SCOPE_20xCarrier_5e5_750ms_8x_05_400pg_Fig.3,10.611225856,1394,750,210.791297072222,0.281055062762963,144.942474487432,17.9406677113093,18.7645304378345,4.68317889727068,7.47546689398919,11.4013399512473,0,2.57427142076024,3.0093672723793,0,0,0,0,0,0,0
