RawFileName,RetentionTime,MS2 Scan Number,MS2 Injection Time,Sum SN,Ion Flux,Carrier Ratio,TMT126,TMT127n,TMT127c,TMT128n,TMT128c,TMT129n,TMT129c,TMT130n,TMT130c,TMT131n,TMT131c,TMT132n,TMT132c,TMT133n,TMT133c,TMT134n
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.87449406323333,1396,39.891,3034.09818711711,76.0597174078641,5.4260110457237,814.166935196705,1019.54013095007,0,45.5836826428153,164.99927780061,94.7162117010894,210.018905030907,216.14245858152,207.025377093381,261.905208120004,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.94795808028333,1411,300,6.64988755103602,0.0221662918367867,∞,6.64988755103602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,6.98121099041667,1417,300,9.2737590155006,0.0309125300516687,∞,9.2737590155006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,7.03379415706667,1428,300,2.18084292355166,0.00726947641183887,∞,2.18084292355166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,7.03925464746667,1429,300,2.12319100901412,0.0070773033633804,∞,2.12319100901412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,7.06531001521667,1435,300,533.058596746582,1.77686198915527,6.54122028780165,176.042828046523,141.713032756657,0,16.8352788032423,30.7312039413731,13.5931770127655,57.3839518310035,35.0484903043008,20.3640930400627,41.3465410106544,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,7.07084711653333,1436,300,20.422609843965,0.06807536614655,2.35323992307132,3.76384430397968,3.86331950975714,0,0,0,0,0,0,3.60182013129873,9.19362589892945,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,7.09038987146667,1440,300,156.952435765277,0.523174785884256,635.708884140419,155.001834310088,0,0,1.95060145518873,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,7.11208514401667,1445,300,181.69740336448,0.605658011214932,312.339946568426,174.066551728525,3.17246445516775,0,4.45838718078647,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,7.12738037066667,1449,300,34.0777259250137,0.113592419750046,∞,31.6600962353256,2.41762968968807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,7.14272348001667,1453,300,3.17735859038598,0.0105911953012866,∞,3.17735859038598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,7.16326243546667,1457,300,5.05889429698623,0.0168629809899541,∞,5.05889429698623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20191012_Lum1_OBJ39421_QLSCOUT_SCOPE_20xCarrier_1e5_300ms_8x_01,7.2870968584,1483,300,24.8265124878202,0.0827550416260675,10.7894295354701,10.4819841566179,6.57248876439603,0,0,0,0,2.61368505506771,2.62903411292024,0,2.5293203988184,0,0,0,0,0,0
